绫波unlock.mp3|綾波……です。「鬼神」とよく言われるのです。よろしくです
绫波login.mp3|指揮官は食べました？おやつ、です
绫波detail.mp3|通信設備、今度はちゃんと整備したのです。迷惑をかけないのです……
绫波main1.mp3|綾波のミミ……可愛いですか？…わからないです。指揮官が楽しんでいればいいです
绫波main2.mp3|最近みんなとはぐれる夢をよく見るのです。きっと、まだ十分うまく頑張っていないからです……
绫波main3.mp3|指揮官？…いいえ、大丈夫です。まだいるか確認するだけです
绫波touch1.mp3|うぅーーちょっとくすぐったいです……
绫波touch_head.mp3|よくわからないですけど……ちょっと嬉しい、です
绫波touch2.mp3|指揮官、あまり触らない……です。変な感じです…
绫波mission.mp3|指揮官、新しい任務が通達されたのです
绫波mission_complete.mp3|この前の任務、報酬が来たのです……
绫波mail.mp3|新しい……メールです
绫波home.mp3|戦場での指揮官はちょっと綾波と似てるです。。ちょっと……かっこいいです
绫波expedition.mp3|……指揮官、委託が完了したのです
绫波upgrade.mp3|力が溢れてきたのです
绫波battle.mp3|ソロモンに……行きたい？
绫波mvp.mp3|一位、ですか？よくわからないですけど、でも、ありがとです
绫波lose.mp3|大丈夫です……自分でよくなるです…
绫波skill.mp3|「鬼神」の力、味わうがいい…！
绫波hp.mp3|ひとりが…嫌…
Cv-30105_link1.mp3|綾波、みんなを守るのです
Cv-30105_link2.mp3|ラフィー、酸素コーラ、また足りなくなったのです…
Cv-30105_link3.mp3|ロング・アイランド…戦場ではよそ見しないのです
Cv-30105_link4.mp3|航空支援、任せるのです
绫波feeling1.mp3|……指揮官にはあまり近づきたくないのです
绫波feeling2.mp3|指揮官のイメージですか？綾波わからないのです……
绫波feeling3.mp3|指揮官……綾波のミミがかわいいとずっと言っているようですが、なぜ触らないのです？
绫波feeling4.mp3|心配することと言えば……指揮官がそばにいないこと、ですね……
绫波feeling5.mp3|戦闘は嫌いではないけど好きじゃないです。ただ普通に戦ってただけ……だけど、今は指揮官のためなら……もう少し、強くなれる気がするのです
绫波propose.mp3|安心して、今度こそどんなことがあっても生き延びて指揮官のもとに帰るのです……だって、指揮官にはまた会いたいんですもの……
Cv-30105_get_9.mp3|綾波、改造完了……です。強くなったのです、けど…指揮官、綾波をナデナデしてもらっていい…ですか？少しだけ、甘えたい気分……です
Cv-30105_main_1_9.mp3|指揮官と一緒なら、やる気ももっと出る、です
Cv-30105_main_2_9.mp3|みんなと一緒にいるのは楽しいですから、綾波も…みんなともっと一緒にいたいです
Cv-30105_main_3_9.mp3|指揮官が綾波をかまってくれないと、少しだけ悲しい…です
Cv-30105_touch_1_9.mp3|指揮官の手、温かいです…
Cv-30105_warcry_9.mp3|大丈夫です、指揮官…綾波を信じて――
Cv-30105_mvp_9.mp3|みんなのためなら、「鬼神」になってもいい……です
Cv-30105_get_8.mp3|綾波……です。この衣装、まだ慣れないですけど…指揮官、綾波に似合っているのですか？
Cv-30105_login_8.mp3|どこに行っても、綾波はついて行くのです。…指揮官、一緒に出発です
Cv-30105_detail_8.mp3|今は、綾波がひとりじゃないってわかるのです…だって指揮官がここにいるんですもの
Cv-30105_main_1_8.mp3|この服の意味、よくわからないです。…でも指揮官が好きなら、ずっと着ていてもいいと思うです
Cv-30105_main_2_8.mp3|みんな、盛り上がっていたです。綾波はじっと見られていたのですけど…まだ、ちょっと慣れない、です
Cv-30105_touch_1_8.mp3|指揮官と寄り添い合っている感触、気持ちよくて好きです
Cv-30105_touch_2_8.mp3|やっぱり、ちょっとだけ…変な感じ、です……ううん、指揮官が好きなら綾波、タイジョウブです
Cv-30105_feeling5_8.mp3|みんなと一緒にいるのは嬉しいです。けど…綾波、指揮官と二人っきりでもっといたいです
Cv-30105_mvp_8.mp3|指揮官さえいれば、ぜったいに負けないです
Cv-30105_get_1.mp3|ハロウィンに参加するにはこういう服を着なければならない、と聞いたのです。指揮官…今の綾波はカワイイですか？
Cv-30105_main_1_1.mp3|これは……お菓子ですか？ありがとです。食べるです
Cv-30105_main_2_1.mp3|戦闘と訓練以外も、楽しいことはあるのです、ね……
Cv-30105_main_3_1.mp3|かぼちゃのライトの上に立っていれば、空により近づけるのですか？
Cv-30105_touch_1_1.mp3|この服は…好き、です
Cv-30105_touch_2_1.mp3|「今夜の私（わたくし）はキシンではなく、マジョ……」（ひらひら）
Cv-30105_get_2.mp3|新着動画、発見です…指揮官、あとで生放送でも一緒にどうです？
Cv-30105_get_3.mp3|指揮官、一緒に音楽を聞くのはどうですか？兵器ではない綾波…お気に入りですか？
Cv-30105_login_3.mp3|指揮官、仕事の前に、音楽でも一緒にどうですか？
Cv-30105_detail_3.mp3|ヘッドホンをつければ、流れる音…そして目の前にいる人だけが世界の全てです
Cv-30105_main_1_3.mp3|指揮官、ジャベリンから誘われたのですけど、行っていいですか？
Cv-30105_main_2_3.mp3|指揮官はどんな曲が好きですか？綾波は…ロックンロール？
Cv-30105_main_3_3.mp3|雷は「そしゃげ」にハマっていると言っていたのですけど……指揮官、「そしゃげ」は何ですか？
Cv-30105_touch_1_3.mp3|綾波の艤装、楽器になれるのです。…指揮官、綾波の演奏を聞きたいですか？
Cv-30105_mission_complete_3.mp3|今日の報酬、少し期待できるのです
Cv-30105_expedition_3.mp3|訓練と委託…どんな時でも怠けてはいけないのです
Cv-30105_warcry_3.mp3|今聞いている曲、戦場にはピッタリです
Cv-30105_mvp_3.mp3|「笑えばいい」…どういう意味ですか？
Cv-30105_get_4.mp3|東煌のお正月と重桜のお正月、結構雰囲気が違う…です。みんなでワイワイやる雰囲気も悪くないです。指揮官もこういう祝日が好き…ですか？
Cv-30105_login_4.mp3|指揮官、東煌の仲間たちはネンヤー……大みそかのご飯を食べているです。綾波と一緒に見に行くです？
Cv-30105_detail_4.mp3|東煌風の衣装は軽くて、悪くない感じです。…かわいい、ですか？ありがと…です
Cv-30105_main_1_4.mp3|東煌のお正月、餃子を食べるらしいです。……焼餃子ではなく、水餃子…です？
Cv-30105_main_2_4.mp3|指揮官、母港での爆発音はなんですか？祝日のアイテム？面白そう…です
Cv-30105_main_3_4.mp3|(チリンチリン)鈴の音、春節の雰囲気とピッタリ、です
Cv-30105_touch_1_4.mp3|指揮官、この衣装の素材、いい触り心地です。…触ってみたい…ですか？
Cv-30105_touch_2_4.mp3|指揮官、そこは……めくってはダメ…です
Cv-30105_feeling5_4.mp3|楽しい祝日は綾波、こうして指揮官と一緒に過ごしたい…です
Cv-30105_get_7.mp3|鬼神アイドル綾波、デビューです。ジャベリンたちも頑張ってるから、綾波も……指揮官、アイドルって何をすればいいです？
Cv-30105_login_7.mp3|指揮官、綾波のダンス練習を見学するです？
Cv-30105_detail_7.mp3|ニーミ、みんなの面倒をよく見てくれるです。……自分のオファーもあるのに、みんなのスケジュールまで組んでくれて…頼もしい、です
Cv-30105_main_1_7.mp3|歌も踊りも楽勝です。笑顔は…難しいです。ジャベリン、綾波の萌えポイントだと言ってたですけど、指揮官、本当ですか？
Cv-30105_main_2_7.mp3|ニーミ、このユニットの芸風はロックとちょっと合わないと言ったです。カワイイメタルのほうがいいです？
Cv-30105_main_3_7.mp3|吹雪もアイドルの練習やってるらしい、です。あとで見に行くです
Cv-30105_main_4_7.mp3|スケジュールがいっぱいです。綾波、やる気出てきたです
Cv-30105_touch_1_7.mp3|指揮官、綾波の今日のレッスンの成果です
Cv-30105_home_7.mp3|ライブは戦い、観客は敵……と見てはだめです
Cv-30105_warcry_7.mp3|アイドルは、みんなの笑顔を守るものです！
Cv-30105_mvp_7.mp3|勝利の決めポーズ、いえーい…です
Cv-30105_get_10.mp3|指揮官、あけましておめでとうです。この一年も、綾波をよろしく…です
Cv-30105_login_10.mp3|祝日は皆、楽しいです。もちろん、綾波も楽しい…です
Cv-30105_detail_10.mp3|吹雪、おみくじで凶が出たですけど、あまり気にしていなかったようです。綾波は…小吉、です。嬉しいです
Cv-30105_main_1_10.mp3|お正月の衣装、とても綺麗です。でもちょっと動きづらいです…綾波、まだ慣れていないです……
Cv-30105_main_2_10.mp3|雪の結晶、とても綺麗ですけど……手のひらに載せるとすぐ融けるです
Cv-30105_main_3_10.mp3|この一年も、指揮官とみんなと、一緒にいたいです
Cv-30105_main_4_10.mp3|お正月といえば…お雑煮です。ホカホカです。どうぞ召し上がって、です
Cv-30105_touch_1_10.mp3|綾波、別に寒くないです
Cv-30105_touch_2_10.mp3|服に変なことしちゃダメですっ、綾波、着付けがわからないです……
Cv-30105_feeling5_10.mp3|この一年で新たにしたいこと、ですか？指揮官と皆と一緒…じゃ「したいこと」とは言えないですか？指揮官とお花見にいきたい、でもいい…ですか？
Cv-30105_get_6.mp3|こちら綾波、指揮官の執務室周辺に潜入成功したです。…あ、指揮官に見られたです。作戦失敗です…
Cv-30105_login_6.mp3|指揮官、綾波と潜入作戦の訓練をするです？…ちょっと無理そう、です
Cv-30105_detail_6.mp3|潜入作戦中はコードネームで、と加賀さんに言われたです。みんな中々守らなくて、困ったです…
Cv-30105_main_1_6.mp3|ロイヤルの人の潜入装備、本格的でカッコいいです。…ちょっと羨ましい、です
Cv-30105_main_2_6.mp3|困ったときは、祥鳳とニーミたちに相談したりするです。吹雪は…よく綾波にあれこれ聞きに来てくれるです。嬉しいです
Cv-30105_main_3_6.mp3|このマントですか？夕張が開発した「かぶったら絶対顔バレしないスゴイステルス」があるらしいです。多分…いいものです
Cv-30105_main_4_6.mp3|指揮官の部屋、みんなが守っているからセキュリティは大丈夫です。心配しなくていいです
Cv-30105_touch_1_6.mp3|指揮官、りんごを食べるです？美味しいです
Cv-30105_touch_head_6.mp3|耳です、角じゃないです……
Cv-30105_mail_6.mp3|メールはたい…護衛担当のメイド隊の人も確認したです。開けても大丈夫です
Cv-30105_upgrade_6.mp3|この力は、仲間を守るためです…！
Cv-30105_warcry_6.mp3|綾波と仲間たちの力、見せるです！
Cv-30105_mvp_6.mp3|敵見張り部隊、撃破成功です。指揮官、感謝です
Cv-30105_lose_6.mp3|夕張の開発した隠蔽機能、あまり役に立たなかったです…
Cv-30105_get_11.mp3|指揮官、パーティーに来てくれてありがとうです。綾波、ずっとここで待っていたです。……ちょっと怖いです？綾波、よくわからない…です
Cv-30105_login_11.mp3|「レディーを待たせるのは、ジェントルマンとしてどうかと思うです」――冗談です。指揮官、おかえりなさいです
Cv-30105_detail_11.mp3|指揮官、次はダンスです？綾波、ダンスは苦手……です。頑張るしか無いです
Cv-30105_main_1_11.mp3|ニーミ、すごく場馴れしている感じです。綾波、すごくソワソワしているです…指揮官、綾波の側から離れないでほしいです…
Cv-30105_main_2_11.mp3|緊張を紛らわすには――教えてもらった<†フォース†>を発動……してはダメ、です？
Cv-30105_main_3_11.mp3|ピアノの音を聞いていると、なんだかちょっと眠い…です。指揮官は眠くならないですか？
Cv-30105_touch_1_11.mp3|……あ！綾波、眠くなってないです…っ
Cv-30105_touch_2_11.mp3|指揮官…変な気分になっているです？
Cv-30105_battlewarcry_11.mp3|優雅に、エレガントに行く、です
Cv-30105_battlemvp_11.mp3|パーティーの注目の的、いただき！…吹雪ならそう言うかもしれないです
Cv-30105_battlelose_11.mp3|このままでは…終わらないです…！
Cv-30105_get_12.mp3|龍驤、ボス戦でサムライ職が前に出るのはNGですっ！あっ、指揮官、ようこそです。ごめんなさい、今ゲームに集中しているですから、適当にくつろいでくださいです
Cv-30105_login_12.mp3|指揮官も協力してくれるです？さあ、まずはそこのコントローラーを手にするのです
Cv-30105_detail_12.mp3|通信環境、今度はちゃんと整備したのです。迷惑はかけないのです……
Cv-30105_main_1_12.mp3|綾波が倒れたら、村の皆は…幽霊さんに任せる…です
Cv-30105_main_2_12.mp3|ベルちゃん、もしかしてメイド隊の中ではゲームが上手なほうなのです…？
Cv-30105_main_3_12.mp3|エアコン、少し強めでお願いするです…このままだと綾波が蒸発するです…
Cv-30105_main_4_12.mp3|…ハッ！指揮官、罠です！回避できてよかったです
Cv-30105_touch_1_12.mp3|この飲み物は差し入れです？ありがとうです
Cv-30105_home_12.mp3|戦闘お疲れさまです。綾波も「戦闘」に戻るのです
Cv-30105_battlemvp_12.mp3|綾波、勝利のV、です
Cv-30105_get_13.mp3|東煌武侠兵装セット、フル装備の綾波です。…本当はゲームの中だともっとかっこいいですけど、これはこれで綾波、満足、です。ふっ（ニヤリ
Cv-30105_detail_13.mp3|軽功で飛んでいたり、すごいビームを出したり…ほかの人にはわからないですけど、綾波にはちょっと無理です…
Cv-30105_main_1_13.mp3|この格好に着替えると、近接戦闘が強くなった気がするです。気がするだけ…です。
Cv-30105_main_2_13.mp3|綾波のステータスは、オールラウンダーです。ジャベリンは外家、ニーミは内家にポイントを振りすぎです。ビルドが良くないです
Cv-30105_main_3_13.mp3|暁、興味ありそうに綾波を見ているです…勘違いされる前に説明してあげないと、です…
Cv-30105_touch_1_13.mp3|真気行き渡らせば草木も刃と化す――でもこれは綾波の艤装だから関係ない、です
Cv-30105_touch_2_13.mp3|これは「非礼」なのです…？
Cv-30105_task_13.mp3|指揮官、新しい任務です。…ゲームのじゃないです
Cv-30105_mission_complete_13.mp3|指揮官へのご褒美です。確認を忘れないでほしいです
Cv-30105_expedition_13.mp3|委託完了です。補給を補充するときです
Cv-30105_battlewarcry_13.mp3|玄鉄重剣（くろがねぎそう）・破艦式、です！
Cv-30105_battlemvp_13.mp3|求めるもライバル現れぬ、独孤にして寂しさに耐え続ける綾波、なのです
Cv-30105_battlelose_13.mp3|リアルでの戦闘には効果発揮しないのです……
Cv-30105_get_14.mp3|いらっしゃいませです。注文なら綾波までよろしくです。…店内で召し上がるです？それともテイクアウトです？綾波は、コーラがオススメです
Cv-30105_get_15.mp3|必殺、ダイナミック入場キック！です！…あ。スキルを使う相手、ちょっと間違っていたです…ごめんなさい、もう一回やり直してもいいです？
